key,title,category_primary,content_format,content_purpose,series_name,classification_method,classification_confidence,matched_rule,classification_reason,signal_sources,manual_override,needs_review,review_reason,analysis_date
nd332072e4978,マガジン追加・記事の紹介・スキ・フォローありがとうございます❤️,note運営・交流,エッセイ,活動報告,マガジン感謝報告,multi_signal_rule_v2,0.82,マガジン / マガジン追加,theme:note運営・交流←title「マガジン」 / purpose:活動報告←title「マガジン追加」 / series:マガジン感謝報告←title「マガジン追加」,title,false,false,,2026-09-11
nd433c469b919,緊張しました〜,note運営・交流,エッセイ,活動報告,,manual_override_v1,1.0,活動報告,manual:Phase4監査: オンラインマルシェ登壇後の感謝と活動報告。 / purpose:活動報告←body「活動報告」,"body,manual_override",true,false,,2026-09-11
nd8e7bece7557,今日の1枚,タロット・占星術,エッセイ,通常記事,,manual_override_v1,1.0,今日の1枚,manual:Phase4監査: その日のタロットカードを読み、行動への示唆を記す。 / theme:タロット・占星術←title「今日の1枚」,"title,manual_override",true,false,,2026-09-11
nd95f876b2221,📖 時を超える光の約束🌟第１話,創作・表現,物語,通常記事,時を超える光の約束,manual_override_v1,1.0,第１話 / 時を超える光の約束,manual:Phase4監査: 連載物語『時を超える光の約束』の第１話。 / theme:創作・表現←title「第１話」 / format:物語←title「第１話」 / series:時を超える光の約束←title「時を超える光の約束」,"title,manual_override",true,false,,2026-09-11
nd9a51dd65384,ハッピーライティングマラソン#61｜「いまの毎日に、点数をつけるなら何点ですか？」,暮らし・人生,エッセイ,お題・参加企画,ハッピーライティングマラソン,manual_override_v1,1.0,ハッピーライティングマラソン,manual:Phase4監査: ハッピーライティングマラソンの問いへの回答・振り返り。 / purpose:お題・参加企画←title「ハッピーライティングマラソン」 / series:ハッピーライティングマラソン←title「ハッピーライティングマラソン」,"title,manual_override",true,false,,2026-09-11
ndf79988d0b5d,可愛い花🌸見つけた〜,花・自然,エッセイ,通常記事,,manual_override_v1,1.0,花,manual:Phase4監査: 見つけた花の特徴と魅力を紹介。 / theme:花・自然←title「花」,"title,manual_override",true,false,,2026-09-11
ne12f2a5691da,✨ハッピーライティングマラソン#62| 「いつかやろう」と思って、もう何年もたっていることは何ですか？,暮らし・人生,エッセイ,お題・参加企画,ハッピーライティングマラソン,manual_override_v1,1.0,ハッピーライティングマラソン,manual:Phase4監査: ハッピーライティングマラソンの問いへの回答・振り返り。 / purpose:お題・参加企画←title「ハッピーライティングマラソン」 / series:ハッピーライティングマラソン←title「ハッピーライティングマラソン」,"title,manual_override",true,false,,2026-09-11
ne19a46daa62d,マガジン🧚‍♀️ みんなのワクワクキャビネット、ついに開館しました✨,note運営・交流,エッセイ,告知,,manual_override_v1,1.0,マガジン / 開館,manual:Phase4監査: 企画告知、受賞・節目の報告、note上の交流や感謝。 / theme:note運営・交流←title「マガジン」 / purpose:告知←title「開館」,"title,manual_override",true,false,,2026-09-11
ne2d54aec8aa0,ショートショート｜同じ場所🗼違う時間⌛️,創作・表現,物語,通常記事,,manual_override_v1,1.0,ショートショート,manual:Phase4監査: 短編フィクション作品。 / theme:創作・表現←title「ショートショート」 / format:物語←title「ショートショート」,"title,manual_override",true,false,,2026-09-11
ne36d519dba41,🎵〜変化〜🎶音楽創作企画「夏の陣」へ参加✨,創作・表現,音楽,お題・参加企画,,manual_override_v1,1.0,音楽 / 夏の陣,manual:Phase4監査: 楽曲の公開・制作背景を扱う音楽作品。 / theme:創作・表現←title「音楽」 / format:音楽←title「音楽」 / purpose:お題・参加企画←title「夏の陣」,"title,manual_override",true,false,,2026-09-11
ne56d82bc25eb,マガジン追加・スキ・フォローありがとうございます❤️,note運営・交流,エッセイ,活動報告,マガジン感謝報告,multi_signal_rule_v2,0.82,マガジン / マガジン追加,theme:note運営・交流←title「マガジン」 / purpose:活動報告←title「マガジン追加」 / series:マガジン感謝報告←title「マガジン追加」,title,false,false,,2026-09-11
ne5d2398b71db,🎶新曲「空に浮かぶ雲のように」公開！昔の苦しい恋を２つのアレンジで✨,創作・表現,音楽,告知,,manual_override_v1,1.0,空 / 新曲 / 公開！,manual:Phase4監査: 楽曲の公開・制作背景を扱う音楽作品。 / theme:花・自然←title「空」 / format:音楽←title「新曲」 / purpose:告知←title「公開！」,"title,manual_override",true,false,,2026-09-11
ne685952132be,💫マガジン追加❤️記事紹介❤️スキ・フォロー❤️コメントありがとうございます💫,note運営・交流,エッセイ,活動報告,マガジン感謝報告,multi_signal_rule_v2,0.82,マガジン / マガジン追加,theme:note運営・交流←title「マガジン」 / purpose:活動報告←title「マガジン追加」 / series:マガジン感謝報告←title「マガジン追加」,title,false,false,,2026-09-11
ne6d59a4f450f,どっちにしよっかなあ〜😆,暮らし・人生,エッセイ,通常記事,,manual_override_v1,1.0,,manual:Phase4監査: いちご大福と生ドーナツの選択を楽しむ日常文。,manual_override,true,false,,2026-09-11
ne8a241c24f10,ハッピーライティングマラソン＃４７｜「最高の未来を生きているとしたら、どんな生活をしてる？」,暮らし・人生,エッセイ,お題・参加企画,ハッピーライティングマラソン,manual_override_v1,1.0,生活 / ハッピーライティングマラソン,manual:Phase4監査: ハッピーライティングマラソンの問いへの回答・振り返り。 / theme:仕事・暮らし←title「生活」 / purpose:お題・参加企画←title「ハッピーライティングマラソン」 / series:ハッピーライティングマラソン←title「ハッピーライティングマラソン」,"title,manual_override",true,false,,2026-09-11
nebd47e7fb81a,マガジン掲載・ご紹介・スキ・フォロー頂きありがとうございます❤️,note運営・交流,エッセイ,活動報告,マガジン感謝報告,multi_signal_rule_v2,0.82,マガジン / 掲載 / マガジン掲載,theme:note運営・交流←title「マガジン」 / purpose:活動報告←title「掲載」 / series:マガジン感謝報告←title「マガジン掲載」,title,false,false,,2026-09-11
nefa19e261f58,【初期記事発掘】緑どんぐりさん🪏｜「どうなる？」から「なんで？」へ,研究,研究レポート,通常記事,,manual_override_v1,1.0,初期記事発掘,manual:Phase4監査: NRTの初期記事発掘・事例観察として対象記事を分析。 / theme:研究←title「初期記事発掘」 / format:研究レポート←title「初期記事発掘」,"title,manual_override",true,false,,2026-09-11
nf01eabb4ca8e,キャラクターの魅力で、AIの世界をぐっと身近にしてくれる✨,AI,エッセイ,通常記事,,multi_signal_rule_v2,0.82,AI,theme:AI←title「AI」,title,false,false,,2026-09-11
nf02755340026,宇宙元旦に決めた。仕事ばかりしてきた独身女性の、これからのデザイン,タロット・占星術,エッセイ,通常記事,,manual_override_v1,1.0,宇宙元旦,manual:Phase4監査: 宇宙元旦を機に、仕事中心だった今後の生き方を考える。 / theme:タロット・占星術←title「宇宙元旦」,"title,manual_override",true,false,,2026-09-11
nf03b789ad361,🍛 暑い日はカレー！我が家の「こくまろ事件」と、みんなのカレー事情,暮らし・人生,エッセイ,通常記事,,manual_override_v1,1.0,家,manual:Phase4監査: 暑い日のカレーと家族の『こくまろ事件』。 / theme:仕事・暮らし←title「家」,"title,manual_override",true,false,,2026-09-11
nf0e4ca70189a,✨マガジン登録・記事紹介・スキ・フォロー・コメントありがとうございます❤️✨,note運営・交流,エッセイ,活動報告,マガジン感謝報告,multi_signal_rule_v2,0.82,マガジン / マガジン登録,theme:note運営・交流←title「マガジン」 / purpose:活動報告←title「マガジン登録」 / series:マガジン感謝報告←title「マガジン登録」,title,false,false,,2026-09-11
nf0f0d4f22e64,ハッピーライティングマラソン＃40        今、手放すと心が軽くなりそうなことは何ですか？,暮らし・人生,エッセイ,お題・参加企画,ハッピーライティングマラソン,multi_signal_rule_v2,0.82,心 / ハッピーライティングマラソン,theme:暮らし・人生←title「心」 / purpose:お題・参加企画←title「ハッピーライティングマラソン」 / series:ハッピーライティングマラソン←title「ハッピーライティングマラソン」,title,false,false,,2026-09-11
nf1105bf9c4e3,✨マガジン登録・記事紹介・スキ・フォロー・コメントありがとうござます💖,note運営・交流,エッセイ,活動報告,マガジン感謝報告,multi_signal_rule_v2,0.82,マガジン / マガジン登録,theme:note運営・交流←title「マガジン」 / purpose:活動報告←title「マガジン登録」 / series:マガジン感謝報告←title「マガジン登録」,title,false,false,,2026-09-11
nf1a6486d2e6a,🎐夏の終わりは、なぜ少し寂しいんだろう,暮らし・人生,エッセイ,通常記事,,manual_override_v1,1.0,,manual:Phase4監査: 夏の終わりに感じる寂しさを綴る季節エッセイ。,manual_override,true,false,,2026-09-11
nf3594eef0691,【初期記事発掘】夏目羊さん🪏｜「白衣🥼が着たかった」から、いつもの自分が描かない絵へ✨,研究,研究レポート,通常記事,,manual_override_v1,1.0,初期記事発掘,manual:Phase4監査: NRTの初期記事発掘・事例観察として対象記事を分析。 / theme:研究←title「初期記事発掘」 / format:研究レポート←title「初期記事発掘」,"title,manual_override",true,false,,2026-09-11
nf76f342c75d0,🌀台風のあとに待っていた、極上の温泉♨️時間✨四万温泉で心ほどける一日✨,旅行・おでかけ,エッセイ,通常記事,,multi_signal_rule_v2,0.82,温泉,theme:旅行・おでかけ←title「温泉」,title,false,false,,2026-09-11
nf7767db8555d,秘密工作員より、感謝の返信通信を送ります🚀,note運営・交流,エッセイ,活動報告,,manual_override_v1,1.0,感謝,manual:Phase4監査: 読者や参加者への感謝を返信通信として届ける。 / purpose:活動報告←title「感謝」,"title,manual_override",true,false,,2026-09-11
nf7fce8398017,📕ショートショート|帰り道,創作・表現,物語,通常記事,,manual_override_v1,1.0,ショートショート,manual:Phase4監査: 短編フィクション作品。 / theme:創作・表現←title「ショートショート」 / format:物語←title「ショートショート」,"title,manual_override",true,false,,2026-09-11
nfa6b48182193,ハッピーライティングマラソン＃４２｜今までで一番「自由だ」と感じた瞬間は？,暮らし・人生,エッセイ,お題・参加企画,ハッピーライティングマラソン,manual_override_v1,1.0,自由 / ハッピーライティングマラソン,manual:Phase4監査: ハッピーライティングマラソンの問いへの回答・振り返り。 / theme:暮らし・人生←title「自由」 / purpose:お題・参加企画←title「ハッピーライティングマラソン」 / series:ハッピーライティングマラソン←title「ハッピーライティングマラソン」,"title,manual_override",true,false,,2026-09-11
nfc60b65eabb4,🌱 スキのタネ研究所だよりVol.００４,研究,研究レポート,通常記事,スキのタネ研究所,multi_signal_rule_v2,0.82,スキのタネ研究所 / 研究所だより,theme:研究←title「スキのタネ研究所」 / format:研究レポート←title「研究所だより」 / series:スキのタネ研究所←title「スキのタネ研究所」,title,false,false,,2026-09-11
nfcd945c6f920,💫noteで勝手にお世話になってます💖,note運営・交流,エッセイ,活動報告,,manual_override_v1,1.0,感謝,manual:Phase4監査: note上で影響を受けた人たちへの感謝・交流。 / purpose:活動報告←body「感謝」,"body,manual_override",true,false,,2026-09-11
nfcf65917c59c,ハッピーライティングマラソン#48|最近起きた小さな幸せを3つ挙げるとしたら？,暮らし・人生,エッセイ,お題・参加企画,ハッピーライティングマラソン,manual_override_v1,1.0,幸せ / ハッピーライティングマラソン,manual:Phase4監査: ハッピーライティングマラソンの問いへの回答・振り返り。 / theme:暮らし・人生←title「幸せ」 / purpose:お題・参加企画←title「ハッピーライティングマラソン」 / series:ハッピーライティングマラソン←title「ハッピーライティングマラソン」,"title,manual_override",true,false,,2026-09-11
nfd22b155449d,素敵な一日を,要確認,エッセイ,通常記事,,manual_override_v1,1.0,,manual:Phase4監査: 公開本文を確認できず、題名だけでは主題を特定できない。,manual_override,true,true,本文・タグ・シリーズが未取得で、タイトルだけでは主テーマを確定できない,2026-09-11
